time,open,high,low,close,tick_volume,spread_points,tick_volume_delta,volume_imbalance
2024-10-21 15:25:00+00:00,2719.946,2722.078,2718.52,2722.078,1252,0.0,0.0,0.5992130410343075
2024-10-21 15:30:00+00:00,2721.989,2724.058,2721.288,2723.838,1039,0.0,-213.0,0.6675090252708203
2024-10-21 15:35:00+00:00,2723.801,2724.17,2722.237,2723.867,1004,0.0,-35.0,0.034143817899771625
2024-10-21 15:40:00+00:00,2723.839,2723.839,2720.27,2721.276,1017,0.0,13.0,0.7181283272625751
2024-10-21 15:45:00+00:00,2721.294,2723.347,2721.294,2723.038,864,0.0,-153.0,0.8494885533365097
2024-10-21 15:50:00+00:00,2723.002,2723.531,2719.999,2720.421,926,0.0,62.0,0.7307474518686351
2024-10-21 15:55:00+00:00,2720.461,2722.03,2719.958,2720.119,878,0.0,-48.0,0.1650579150577337
2024-10-21 16:00:00+00:00,2720.093,2722.277,2719.424,2720.72,803,0.0,-75.0,0.21976866456359562
2024-10-21 16:05:00+00:00,2720.683,2723.333,2720.398,2722.578,848,0.0,45.0,0.6456558773424249
2024-10-21 16:10:00+00:00,2722.59,2723.342,2720.005,2720.25,816,0.0,-32.0,0.7012286484867105
2024-10-21 16:15:00+00:00,2720.29,2721.537,2719.376,2720.826,816,0.0,0.0,0.2480333179084482
2024-10-21 16:20:00+00:00,2720.841,2720.841,2718.532,2719.484,822,0.0,6.0,0.5877003031615949
2024-10-21 16:25:00+00:00,2719.496,2720.152,2718.086,2720.015,766,0.0,-56.0,0.25121006776365595
2024-10-21 16:30:00+00:00,2720.036,2722.363,2719.855,2722.087,632,0.0,-134.0,0.8177830940989177
2024-10-21 16:35:00+00:00,2722.124,2723.005,2721.563,2721.843,759,0.0,127.0,0.19486823855752264
2024-10-21 16:40:00+00:00,2721.821,2722.546,2720.364,2721.972,566,0.0,-193.0,0.06920256645293735
2024-10-21 16:45:00+00:00,2721.943,2722.414,2721.477,2722.104,538,0.0,-28.0,0.1718249733186156
2024-10-21 16:50:00+00:00,2722.104,2723.182,2722.025,2722.39,535,0.0,-3.0,0.24719101123606987
2024-10-21 16:55:00+00:00,2722.392,2724.009,2722.385,2723.499,571,0.0,36.0,0.6816502463054863
2024-10-21 17:00:00+00:00,2723.539,2725.539,2723.539,2723.944,867,0.0,296.0,0.20249999999987267
2024-10-21 17:05:00+00:00,2723.963,2724.904,2723.644,2724.608,525,0.0,-342.0,0.5119047619046588
2024-10-21 17:10:00+00:00,2724.641,2725.015,2723.614,2724.658,545,0.0,20.0,0.012134189864259329
2024-10-21 17:15:00+00:00,2724.629,2725.12,2723.653,2724.703,581,0.0,36.0,0.05044308111797148
2024-10-21 17:20:00+00:00,2724.723,2725.412,2724.443,2724.995,617,0.0,36.0,0.2807017543860143
2024-10-21 17:25:00+00:00,2724.986,2725.657,2723.726,2724.206,628,0.0,11.0,0.40393578456744134
2024-10-21 17:30:00+00:00,2724.239,2724.532,2722.502,2722.792,722,0.0,94.0,0.712807881773386
2024-10-21 17:35:00+00:00,2722.857,2723.913,2722.857,2723.605,448,0.0,-274.0,0.7083333333333512
2024-10-21 17:40:00+00:00,2723.614,2723.842,2721.596,2722.132,567,0.0,119.0,0.6598397150489352
2024-10-21 17:45:00+00:00,2722.172,2723.129,2721.792,2722.571,522,0.0,-45.0,0.29842931937164585
2024-10-21 17:50:00+00:00,2722.54,2722.997,2722.136,2722.566,496,0.0,-26.0,0.030197444831409598
2024-10-21 17:55:00+00:00,2722.525,2723.184,2722.333,2722.796,476,0.0,-20.0,0.31844888366591645
2024-10-21 18:00:00+00:00,2722.788,2723.253,2721.839,2721.847,599,0.0,123.0,0.6654879773689255
2024-10-21 18:05:00+00:00,2721.817,2721.845,2720.156,2720.621,595,0.0,-4.0,0.7081113084665591
2024-10-21 18:10:00+00:00,2720.659,2721.002,2719.078,2719.389,550,0.0,-45.0,0.6600831600831581
2024-10-21 18:15:00+00:00,2719.361,2720.402,2719.237,2720.355,420,0.0,-130.0,0.8532188841203201
2024-10-21 18:20:00+00:00,2720.375,2720.806,2719.535,2720.478,438,0.0,18.0,0.08103855232104677
